GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Thu Jun 07 20:02:11 MDT 2018,07-Jun-2018 20:02:11.132,-105.10591073,39.57695732,24.33,11.792,1725.1396484375,206.9,-9.9062805,2.526825,-0.8949127,0.055759184,
Thu Jun 07 20:02:16 MDT 2018,07-Jun-2018 20:02:16.146,-105.106914,39.57604202,26.35,10.72,1722.30419921875,217.9,-9.255432,2.560318,-2.6775665,-0.07588921,
Thu Jun 07 20:02:21 MDT 2018,07-Jun-2018 20:02:21.111,-105.10784684,39.57505348,26.42,10.72,1721.6787109375,217.2,-11.325226,3.0867462,-2.2372894,1.2181094,
Thu Jun 07 20:02:26 MDT 2018,07-Jun-2018 20:02:26.147,-105.10882182,39.5741015,27.34,10.72,1720.43505859375,218.1,-9.726822,2.1942139,-2.8139648,0.052020658,
Thu Jun 07 20:02:31 MDT 2018,07-Jun-2018 20:02:31.148,-105.1096783,39.57316056,25.34,10.72,1722.2470703125,211.4,-8.961121,2.2348938,-3.2374878,0.042088848,
Thu Jun 07 20:02:36 MDT 2018,07-Jun-2018 20:02:36.148,-105.11017113,39.57219921,23.22,10.72,1724.078125,196.2,-10.820343,1.804184,-4.4362946,0.14404108,
Thu Jun 07 20:02:41 MDT 2018,07-Jun-2018 20:02:41.148,-105.11026515,39.57118449,21.65,9.648001,1720.40283203125,180.0,-9.315262,1.3495483,-2.6392822,0.015487254,
Thu Jun 07 20:02:46 MDT 2018,07-Jun-2018 20:02:46.139,-105.11026849,39.5703576,15.62,9.648001,1720.603515625,180.3,-9.119049,-0.55274963,-4.237686,0.05558874,
Thu Jun 07 20:02:51 MDT 2018,07-Jun-2018 20:02:51.123,-105.11025902,39.56990696,7.56,10.72,1722.655517578125,176.8,-9.722046,0.7657013,-3.270996,0.05211544,
Thu Jun 07 20:02:56 MDT 2018,07-Jun-2018 20:02:56.150,-105.11027881,39.56983738,0.6,11.792,1721.385498046875,169.2,-8.863022,2.3808594,-2.7637177,-0.004001975,
Thu Jun 07 20:03:01 MDT 2018,07-Jun-2018 20:03:01.138,-105.11028646,39.5698354,0.0,10.72,1722.8359375,0.0,-9.51387,2.3018951,-2.3521423,0.03413647,
Thu Jun 07 20:03:06 MDT 2018,07-Jun-2018 20:03:06.109,-105.11028673,39.56984299,0.0,9.648001,1721.727783203125,0.0,-9.403793,3.1680908,-2.1942139,0.059350338,
Thu Jun 07 20:03:11 MDT 2018,07-Jun-2018 20:03:11.139,-105.11023913,39.56961849,6.1,9.648001,1722.32958984375,152.7,-8.456238,3.6466675,-4.5296173,0.087242395,
Thu Jun 07 20:03:16 MDT 2018,07-Jun-2018 20:03:16.138,-105.10965732,39.56953599,11.33,10.72,1722.46875,93.9,-10.442276,2.4406738,-3.115448,0.054289695,
Thu Jun 07 20:03:21 MDT 2018,07-Jun-2018 20:03:21.143,-105.10871269,39.56950663,16.14,11.792,1722.053955078125,92.5,-9.255432,1.9884338,-2.835495,0.06170308,
Thu Jun 07 20:03:26 MDT 2018,07-Jun-2018 20:03:26.148,-105.10775011,39.56950223,16.42,10.72,1722.0,89.9,-9.456436,2.1176453,-2.4023895,0.03673607,
Thu Jun 07 20:03:31 MDT 2018,07-Jun-2018 20:03:31.139,-105.10668657,39.56943025,18.3,11.792,1718.49951171875,99.8,-9.829712,2.3808594,-1.9118652,0.029149255,
Thu Jun 07 20:03:36 MDT 2018,07-Jun-2018 20:03:36.130,-105.10570215,39.56906899,18.58,12.864,1715.2802734375,119.6,-9.829712,1.7539368,-2.2372894,0.024572806,
Thu Jun 07 20:03:41 MDT 2018,07-Jun-2018 20:03:41.150,-105.10492245,39.56851146,18.31,10.72,1716.82568359375,138.7,-9.221939,1.8975067,-1.6749725,0.020224214,
Thu Jun 07 20:03:46 MDT 2018,07-Jun-2018 20:03:46.109,-105.10445271,39.56778304,18.12,10.72,1713.876953125,156.1,-10.054642,2.3497467,-3.041275,0.039946444,
Thu Jun 07 20:03:51 MDT 2018,07-Jun-2018 20:03:51.139,-105.1039544,39.56706511,18.34,10.72,1713.447265625,146.5,-8.7960205,2.4957123,-3.7854462,0.036756072,
Thu Jun 07 20:03:56 MDT 2018,07-Jun-2018 20:03:56.146,-105.10322463,39.56646876,18.16,11.792,1714.11474609375,133.2,-9.324829,2.2372894,-4.1084747,0.0824576,
Thu Jun 07 20:04:01 MDT 2018,07-Jun-2018 20:04:01.109,-105.10228246,39.56618831,17.15,11.792,1714.480224609375,108.6,-9.281754,0.43070984,-5.38385,0.11368114,
Thu Jun 07 20:04:06 MDT 2018,07-Jun-2018 20:04:06.138,-105.10150054,39.56611918,11.25,11.792,1708.56640625,94.9,-10.011566,1.1102753,-1.6438751,0.050597407,
Thu Jun 07 20:04:11 MDT 2018,07-Jun-2018 20:04:11.149,-105.10136324,39.56600801,4.7,10.72,1709.637939453125,159.9,-9.12384,4.1036835,-1.907074,0.05716318,
Thu Jun 07 20:04:16 MDT 2018,07-Jun-2018 20:04:16.136,-105.10155721,39.56552606,11.68,11.792,1705.791748046875,192.6,-8.544769,3.2686005,-3.4002075,0.051924173,
Thu Jun 07 20:04:21 MDT 2018,07-Jun-2018 20:04:21.121,-105.10151255,39.56488745,14.91,10.72,1700.32666015625,178.2,-9.219543,1.6941223,-2.8330994,0.017233908,
Thu Jun 07 20:04:26 MDT 2018,07-Jun-2018 20:04:26.140,-105.10150589,39.56423162,14.41,10.72,1700.253662109375,180.4,-9.343979,2.1918182,-2.8450623,0.045672785,
Thu Jun 07 20:04:31 MDT 2018,07-Jun-2018 20:04:31.150,-105.10148617,39.56361198,14.13,10.72,1698.1328125,178.3,-9.317657,2.1583252,-2.6416779,0.033472795,
Thu Jun 07 20:04:36 MDT 2018,07-Jun-2018 20:04:36.109,-105.10142132,39.56299908,14.31,10.72,1691.74560546875,177.8,-9.233902,2.4717865,-2.560318,0.027761757,
Thu Jun 07 20:04:41 MDT 2018,07-Jun-2018 20:04:41.130,-105.10142571,39.56226886,15.18,11.792,1696.63427734375,178.6,-8.480164,1.6797638,-2.567505,-0.0056661465,
Thu Jun 07 20:04:46 MDT 2018,07-Jun-2018 20:04:46.114,-105.10140944,39.56165159,12.59,10.72,1690.9609375,177.8,-10.009171,0.071777344,-3.5724792,0.0778239,
Thu Jun 07 20:04:51 MDT 2018,07-Jun-2018 20:04:51.149,-105.10137348,39.56126153,5.14,9.648001,1691.962646484375,148.0,-8.252853,2.4215393,-6.644867,0.12691599,
Thu Jun 07 20:04:56 MDT 2018,07-Jun-2018 20:04:56.145,-105.10102073,39.56123375,7.39,9.648001,1692.504150390625,87.1,-9.353546,1.8424683,-1.701294,0.023395848,
Thu Jun 07 20:05:01 MDT 2018,07-Jun-2018 20:05:01.147,-105.10056971,39.56118532,7.67,10.72,1691.853515625,104.6,-9.611969,1.6438751,-1.8400879,0.030581772,
Thu Jun 07 20:05:06 MDT 2018,07-Jun-2018 20:05:06.142,-105.10011608,39.56097901,8.56,11.792,1693.534423828125,125.3,-9.664612,1.3591309,-1.7826538,0.04942883,
Thu Jun 07 20:05:11 MDT 2018,07-Jun-2018 20:05:11.133,-105.09986322,39.56061405,8.49,10.72,1694.577880859375,150.4,-9.619141,1.4907227,-1.5194397,0.055312335,
Thu Jun 07 20:05:16 MDT 2018,07-Jun-2018 20:05:16.149,-105.09976515,39.56027781,7.85,9.648001,1697.732421875,173.8,-9.67897,2.148758,-1.9381866,0.048794687,
Thu Jun 07 20:05:21 MDT 2018,07-Jun-2018 20:05:21.139,-105.09970961,39.55990535,7.93,9.648001,1696.86669921875,173.1,-9.272186,2.005188,-2.9120636,0.04038977,
Thu Jun 07 20:05:26 MDT 2018,07-Jun-2018 20:05:26.126,-105.0996104,39.55960833,6.63,10.72,1695.180419921875,156.6,-9.174088,0.32781982,-4.0917206,0.04854212,
Thu Jun 07 20:05:31 MDT 2018,07-Jun-2018 20:05:31.130,-105.09949867,39.55941802,3.1,10.72,1695.421875,162.7,-8.810379,1.2251282,-4.5009003,0.02528052,
Thu Jun 07 20:05:36 MDT 2018,07-Jun-2018 20:05:36.147,-105.09948485,39.55938784,0.59,11.792,1696.815673828125,154.9,-9.676575,1.277771,-2.5387878,0.04235854,
Thu Jun 07 20:05:41 MDT 2018,07-Jun-2018 20:05:41.145,-105.09950047,39.559417,0.0,5.36,1694.73876953125,0.0,-2.4933167,4.065399,8.922836,0.07041316,
Thu Jun 07 20:05:46 MDT 2018,07-Jun-2018 20:05:46.138,-105.09951381,39.55942681,0.0,3.216,1693.57421875,0.0,-1.1820526,4.4697876,8.6979065,0.042642154,
Thu Jun 07 20:05:51 MDT 2018,07-Jun-2018 20:05:51.107,-105.09949798,39.5594212,0.0,3.216,1693.735107421875,0.0,-3.349945,4.5679016,8.382065,0.04497403,
Thu Jun 07 20:05:56 MDT 2018,07-Jun-2018 20:05:56.120,-105.09949668,39.55942133,0.0,3.216,1693.658203125,0.0,-1.4931183,4.261612,8.999405,0.04537767,
