GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),
Thu Jun 07 19:50:21 MDT 2018,07-Jun-2018 19:50:21.106,-105.12892555,39.60125435,18.51,3.216,1746.5185546875,175.2,0.122039795,-8.542374,5.7332,0.05223048,
Thu Jun 07 19:50:26 MDT 2018,07-Jun-2018 19:50:26.108,-105.12894395,39.60037615,20.04,3.216,1745.49072265625,180.3,-0.4905243,-8.355743,6.22612,0.08239001,
Thu Jun 07 19:50:31 MDT 2018,07-Jun-2018 19:50:31.107,-105.12895384,39.59941998,21.45,5.36,1742.0302734375,179.7,-0.6269226,-7.755142,5.7188416,0.039865334,
Thu Jun 07 19:50:36 MDT 2018,07-Jun-2018 19:50:36.109,-105.12895867,39.59844245,21.62,5.36,1740.1787109375,180.9,-0.39482117,-7.2502594,6.094513,0.039807618,
Thu Jun 07 19:50:41 MDT 2018,07-Jun-2018 19:50:41.108,-105.1289728,39.59750527,20.77,9.648001,1739.028076171875,180.5,0.16989136,-7.8556366,5.802597,0.014698744,
Thu Jun 07 19:50:46 MDT 2018,07-Jun-2018 19:50:46.107,-105.12898087,39.5965759,20.05,3.216,1737.91162109375,180.2,-0.32781982,-8.374878,6.6927185,0.071009405,
Thu Jun 07 19:50:51 MDT 2018,07-Jun-2018 19:50:51.106,-105.12899808,39.5957036,18.91,3.216,1737.7119140625,180.3,-0.5144501,-8.200211,6.2907257,0.07384306,
Thu Jun 07 19:50:56 MDT 2018,07-Jun-2018 19:50:56.107,-105.12893893,39.59486571,18.78,3.216,1735.5,169.1,-0.55274963,-7.1186523,7.6091766,0.034773692,
Thu Jun 07 19:51:01 MDT 2018,07-Jun-2018 19:51:01.108,-105.12834658,39.59412851,19.75,3.216,1729.3798828125,136.6,-0.41635132,-7.680954,6.6472626,0.023415562,
Thu Jun 07 19:51:06 MDT 2018,07-Jun-2018 19:51:06.106,-105.12737356,39.59360799,20.74,3.216,1721.7353515625,124.6,-0.5264282,-8.130814,5.8121643,0.04901982,
Thu Jun 07 19:51:11 MDT 2018,07-Jun-2018 19:51:11.111,-105.12634298,39.59305189,21.56,3.216,1716.05859375,126.2,-0.5168457,-9.308075,4.3453674,0.059466377,
Thu Jun 07 19:51:16 MDT 2018,07-Jun-2018 19:51:16.110,-105.12555081,39.59234291,21.24,3.216,1714.00439453125,149.1,0.31106567,-9.918243,4.1108704,0.043244842,
Thu Jun 07 19:51:21 MDT 2018,07-Jun-2018 19:51:21.108,-105.12524861,39.59140152,21.44,3.216,1715.8984375,176.2,0.2871399,-10.1814575,4.256836,0.14430636,
Thu Jun 07 19:51:26 MDT 2018,07-Jun-2018 19:51:26.107,-105.12550181,39.59045775,21.78,4.288,1717.76318359375,200.8,0.4091797,-9.320038,4.467407,0.043758728,
Thu Jun 07 19:51:31 MDT 2018,07-Jun-2018 19:51:31.108,-105.12624087,39.58970509,21.08,3.216,1723.223876953125,227.5,0.61016846,-8.327026,5.5537415,0.04878533,
Thu Jun 07 19:51:36 MDT 2018,07-Jun-2018 19:51:36.108,-105.12722644,39.58916096,21.1,3.216,1731.493408203125,234.5,0.46899414,-7.824524,5.9724884,0.023549497,
Thu Jun 07 19:51:41 MDT 2018,07-Jun-2018 19:51:41.107,-105.12817531,39.58863346,19.31,3.216,1738.924560546875,234.1,0.4402771,-7.372284,6.7716827,0.026309093,
Thu Jun 07 19:51:46 MDT 2018,07-Jun-2018 19:51:46.109,-105.12886961,39.58802122,17.63,3.216,1743.029052734375,209.0,0.6125641,-7.286148,7.2550354,0.0689922,
Thu Jun 07 19:51:51 MDT 2018,07-Jun-2018 19:51:51.108,-105.129102,39.58725995,17.74,4.288,1744.64892578125,185.3,0.46899414,-8.671585,5.42453,0.047537897,
Thu Jun 07 19:51:56 MDT 2018,07-Jun-2018 19:51:56.108,-105.12911548,39.58637415,19.59,3.216,1746.203125,180.7,0.0047912598,-7.8675995,5.682953,0.08383293,
Thu Jun 07 19:52:01 MDT 2018,07-Jun-2018 19:52:01.107,-105.12912628,39.58548679,19.58,3.216,1749.227783203125,180.3,0.19142151,-8.317459,5.9605255,0.062270343,
Thu Jun 07 19:52:06 MDT 2018,07-Jun-2018 19:52:06.109,-105.1291252,39.58457855,20.16,4.288,1750.92041015625,180.4,-0.01675415,-7.905884,5.596817,0.03490655,
Thu Jun 07 19:52:11 MDT 2018,07-Jun-2018 19:52:11.112,-105.12917213,39.58371943,18.6,4.288,1748.177490234375,180.6,-0.13400269,-8.315063,5.6805573,0.0578089,
Thu Jun 07 19:52:16 MDT 2018,07-Jun-2018 19:52:16.108,-105.12917668,39.58289264,17.97,3.216,1747.29345703125,180.3,-0.27038574,-8.918045,6.4342957,0.0492158,
Thu Jun 07 19:52:21 MDT 2018,07-Jun-2018 19:52:21.110,-105.12917504,39.58214982,15.47,3.216,1747.36181640625,180.9,-0.3756714,-7.6402893,5.924637,0.039525893,
Thu Jun 07 19:52:26 MDT 2018,07-Jun-2018 19:52:26.108,-105.12920823,39.58149516,13.85,3.216,1750.90234375,185.6,-0.119644165,-7.4775696,6.072983,0.016296705,
Thu Jun 07 19:52:31 MDT 2018,07-Jun-2018 19:52:31.107,-105.12922662,39.58101622,7.59,3.216,1755.19580078125,179.8,0.15792847,-8.532806,4.249649,-0.009155512,
Thu Jun 07 19:52:36 MDT 2018,07-Jun-2018 19:52:36.108,-105.12951326,39.58087857,9.63,3.216,1759.33935546875,264.2,2.0602264,-7.848465,5.728424,0.05137186,
Thu Jun 07 19:52:41 MDT 2018,07-Jun-2018 19:52:41.108,-105.13023682,39.580819,12.26,3.216,1762.623046875,268.6,-0.49531555,-8.477768,5.85524,0.07049042,
Thu Jun 07 19:52:46 MDT 2018,07-Jun-2018 19:52:46.106,-105.13081763,39.58080607,8.56,3.216,1767.6630859375,267.6,1.2012024,-8.370087,5.5872345,0.031008061,
Thu Jun 07 19:52:51 MDT 2018,07-Jun-2018 19:52:51.107,-105.13139898,39.58081201,11.3,5.36,1768.7666015625,271.4,-0.095718384,-7.915451,5.71167,0.014055073,
Thu Jun 07 19:52:56 MDT 2018,07-Jun-2018 19:52:56.111,-105.1321092,39.58085354,12.38,6.432,1771.72607421875,271.8,0.78245544,-7.9130707,5.91745,0.03503994,
Thu Jun 07 19:53:01 MDT 2018,07-Jun-2018 19:53:01.107,-105.13293256,39.58078802,13.21,5.36,1772.21337890625,265.9,-0.45942688,-8.260025,5.474777,0.031035086,
Thu Jun 07 19:53:06 MDT 2018,07-Jun-2018 19:53:06.108,-105.13347965,39.58076608,5.67,4.288,1774.9462890625,268.9,-1.7611237,-8.233704,5.584854,0.048945248,
Thu Jun 07 19:53:11 MDT 2018,07-Jun-2018 19:53:11.108,-105.13355457,39.58075409,0.0,3.216,1775.23291015625,0.0,0.028717041,-8.260025,5.64946,0.037982572,
Thu Jun 07 19:53:16 MDT 2018,07-Jun-2018 19:53:16.108,-105.13354341,39.58075283,0.0,3.216,1773.509765625,0.0,1.8831482,-8.233704,5.5872345,0.057385698,
Thu Jun 07 19:53:21 MDT 2018,07-Jun-2018 19:53:21.108,-105.13378958,39.58067853,7.24,3.216,1773.0732421875,221.8,-0.1603241,-7.7431793,6.8123627,0.07043642,
Thu Jun 07 19:53:26 MDT 2018,07-Jun-2018 19:53:26.109,-105.13382308,39.58037399,6.02,3.216,1772.564208984375,180.7,-0.14117432,-9.485153,4.5798645,0.048235223,
Thu Jun 07 19:53:31 MDT 2018,07-Jun-2018 19:53:31.108,-105.13396367,39.58028423,2.97,3.216,1771.927734375,288.0,0.66760254,-8.769699,5.1469574,0.043256916,
Thu Jun 07 19:53:36 MDT 2018,07-Jun-2018 19:53:36.108,-105.13411146,39.5803909,3.93,3.216,1773.03076171875,295.0,0.06460571,-7.7527466,6.3385925,0.03982979,
Thu Jun 07 19:53:41 MDT 2018,07-Jun-2018 19:53:41.106,-105.13434091,39.58039596,3.6,3.216,1772.9033203125,255.7,0.0765686,-7.475174,6.9128723,0.051612306,
Thu Jun 07 19:53:46 MDT 2018,07-Jun-2018 19:53:46.108,-105.13439918,39.58024032,3.98,3.216,1774.947509765625,183.9,0.1986084,-7.8915253,6.2117615,0.04264643,
Thu Jun 07 19:53:51 MDT 2018,07-Jun-2018 19:53:51.108,-105.13436958,39.5800442,4.05,3.216,1774.99072265625,174.2,-0.06460571,-7.8053894,5.852844,0.013518989,
Thu Jun 07 19:53:56 MDT 2018,07-Jun-2018 19:53:56.110,-105.1342781,39.5799191,1.92,3.216,1776.4951171875,117.8,-0.830307,-8.4179535,5.412567,0.042677104,
Thu Jun 07 19:54:01 MDT 2018,07-Jun-2018 19:54:01.108,-105.13422445,39.57992725,0.0,3.216,1776.21533203125,0.0,0.29910278,-8.425125,5.3766785,0.03676191,
Thu Jun 07 19:54:06 MDT 2018,07-Jun-2018 19:54:06.106,-105.13421675,39.57993396,0.0,3.216,1774.74072265625,0.0,0.30867004,-8.403595,5.3407745,0.036614098,
Thu Jun 07 19:54:11 MDT 2018,07-Jun-2018 19:54:11.107,-105.13421027,39.57993639,0.0,3.216,1773.340087890625,0.0,0.32063293,-8.439484,5.3886414,0.03647805,
Thu Jun 07 19:54:16 MDT 2018,07-Jun-2018 19:54:16.106,-105.13420929,39.57993645,0.0,3.216,1773.34521484375,0.0,0.31585693,-8.4179535,5.3766785,0.03770703,
Thu Jun 07 19:54:21 MDT 2018,07-Jun-2018 19:54:21.108,-105.13420857,39.57993609,0.0,3.216,1773.475341796875,0.0,0.9882355,-8.372482,5.4006042,0.039598525,
Thu Jun 07 19:54:26 MDT 2018,07-Jun-2018 19:54:26.108,-105.13413006,39.57993582,1.9,3.216,1773.93017578125,62.0,-0.38285828,-7.755142,6.4462585,0.048049636,
Thu Jun 07 19:54:31 MDT 2018,07-Jun-2018 19:54:31.108,-105.13408366,39.58001889,2.0,3.216,1774.74853515625,357.5,-0.14596558,-7.9704895,5.87677,0.03484035,
Thu Jun 07 19:54:36 MDT 2018,07-Jun-2018 19:54:36.108,-105.13410563,39.58005103,0.0,3.216,1774.80908203125,0.0,-0.059814453,-7.968094,6.025131,0.037879594,
Thu Jun 07 19:54:41 MDT 2018,07-Jun-2018 19:54:41.107,-105.13410513,39.58005858,0.0,3.216,1774.51123046875,0.0,-0.01675415,-7.984848,6.0562286,0.040587723,
Thu Jun 07 19:54:46 MDT 2018,07-Jun-2018 19:54:46.109,-105.1341045,39.58006295,0.0,3.216,1774.380859375,0.0,-0.028717041,-7.980057,6.032303,0.038678087,
Thu Jun 07 19:54:51 MDT 2018,07-Jun-2018 19:54:51.108,-105.13410471,39.58006276,0.0,3.216,1774.3193359375,0.0,-0.035888672,-7.9489594,6.02034,0.038735643,
Thu Jun 07 19:54:56 MDT 2018,07-Jun-2018 19:54:56.108,-105.13410474,39.58006279,0.0,3.216,1774.31396484375,0.0,-0.035888672,-7.9489594,6.0466614,0.037720654,
Thu Jun 07 19:55:01 MDT 2018,07-Jun-2018 19:55:01.107,-105.13410468,39.5800628,0.0,4.288,1774.296875,0.0,-0.021530151,-7.980057,6.04187,0.039315283,
Thu Jun 07 19:55:06 MDT 2018,07-Jun-2018 19:55:06.106,-105.13410255,39.58007842,1.0,4.288,1773.23779296875,10.1,-0.06939697,-8.130814,6.027527,0.044123754,
Thu Jun 07 19:55:11 MDT 2018,07-Jun-2018 19:55:11.107,-105.13408534,39.58013911,1.32,4.288,1772.865966796875,359.6,-0.0382843,-7.7934265,6.1782684,0.037578568,
Thu Jun 07 19:55:16 MDT 2018,07-Jun-2018 19:55:16.106,-105.13410202,39.58017781,0.0,5.36,1770.30322265625,0.0,-0.007171631,-7.862808,6.135193,0.038066998,
Thu Jun 07 19:55:21 MDT 2018,07-Jun-2018 19:55:21.107,-105.13409624,39.58017923,0.0,5.36,1771.37109375,0.0,-1.8999023,4.2998962,8.851059,0.04060799,
Thu Jun 07 19:55:26 MDT 2018,07-Jun-2018 19:55:26.106,-105.13408991,39.58018197,0.0,8.576,1772.42236328125,0.0,-1.3830566,4.1156616,8.9730835,0.04047078,
Thu Jun 07 19:55:31 MDT 2018,07-Jun-2018 19:55:31.106,-105.13408795,39.5801818,0.0,11.792,1772.597412109375,0.0,-0.9499512,4.237686,8.944366,0.044621687,
Thu Jun 07 19:55:36 MDT 2018,07-Jun-2018 19:55:36.138,-105.13408749,39.58018166,0.0,12.864,1772.6357421875,0.0,-0.90448,4.5272217,9.001801,0.040539272,
Thu Jun 07 19:55:41 MDT 2018,07-Jun-2018 19:55:41.141,-105.1340852,39.58018155,0.0,10.72,1772.84423828125,0.0,-0.84706116,4.713867,8.774475,0.02608226,
Thu Jun 07 19:55:46 MDT 2018,07-Jun-2018 19:55:46.118,-105.13408511,39.58018162,0.0,11.792,1772.818359375,0.0,-0.7800598,5.0608215,8.487335,0.029436171,
Thu Jun 07 19:55:51 MDT 2018,07-Jun-2018 19:55:51.137,-105.13408522,39.58018164,0.0,10.72,1772.808349609375,0.0,3.9577332,-7.475174,3.0604248,0.27058423,
Thu Jun 07 19:55:56 MDT 2018,07-Jun-2018 19:55:56.107,-105.13408532,39.58018164,0.0,10.72,1772.80517578125,0.0,-0.124420166,-7.927429,6.065811,0.037849903,
Thu Jun 07 19:56:01 MDT 2018,07-Jun-2018 19:56:01.138,-105.13408517,39.58018161,0.0,10.72,1772.8359375,0.0,-0.112457275,-7.980057,6.0849457,0.03762483,
Thu Jun 07 19:56:06 MDT 2018,07-Jun-2018 19:56:06.148,-105.13408476,39.58018149,0.0,10.72,1772.87939453125,0.0,-0.124420166,-7.9489594,6.0681915,0.038492262,
Thu Jun 07 19:56:11 MDT 2018,07-Jun-2018 19:56:11.121,-105.13408437,39.58018144,0.0,10.72,1772.909912109375,0.0,2.4885406,9.269791,0.5407715,-0.012639651,
Thu Jun 07 19:56:16 MDT 2018,07-Jun-2018 19:56:16.115,-105.13408436,39.58018146,0.0,9.648001,1772.918212890625,0.0,-1.2370911,3.4432678,9.47319,0.04806972,
Thu Jun 07 19:56:21 MDT 2018,07-Jun-2018 19:56:21.136,-105.13408436,39.58018158,0.0,11.792,1772.920654296875,0.0,-0.68673706,4.1156616,9.516251,0.037088934,
Thu Jun 07 19:56:26 MDT 2018,07-Jun-2018 19:56:26.141,-105.13408445,39.58018157,0.0,11.792,1772.947509765625,0.0,-0.9403839,4.285553,9.114258,0.050124705,
Thu Jun 07 19:56:31 MDT 2018,07-Jun-2018 19:56:31.118,-105.13408472,39.5801815,0.0,10.72,1772.94873046875,0.0,-0.70588684,4.1395874,8.748154,0.008179069,
Thu Jun 07 19:56:36 MDT 2018,07-Jun-2018 19:56:36.137,-105.13408487,39.58018145,0.0,10.72,1772.972900390625,0.0,-0.4019928,3.981659,9.942184,0.04068133,
Thu Jun 07 19:56:41 MDT 2018,07-Jun-2018 19:56:41.125,-105.13408488,39.58018152,0.0,11.792,1772.99951171875,0.0,-2.6153564,0.5694885,6.2811584,0.20157877,
Thu Jun 07 19:56:46 MDT 2018,07-Jun-2018 19:56:46.148,-105.1340752,39.58017382,0.97,10.72,1774.806640625,216.3,-0.98583984,1.2969055,9.927826,0.045021117,
Thu Jun 07 19:56:51 MDT 2018,07-Jun-2018 19:56:51.139,-105.1340333,39.58015895,0.0,10.72,1779.9033203125,0.0,-0.12921143,-2.486145,9.724426,0.042244732,
Thu Jun 07 19:56:56 MDT 2018,07-Jun-2018 19:56:56.130,-105.13403528,39.58015654,0.0,10.72,1781.09521484375,0.0,-0.071777344,-2.498108,9.7986145,0.046132505,
Thu Jun 07 19:57:01 MDT 2018,07-Jun-2018 19:57:01.124,-105.13404242,39.58015559,0.0,10.72,1780.478515625,0.0,-5.3192444,1.1437683,8.494522,0.044745088,
Thu Jun 07 19:57:06 MDT 2018,07-Jun-2018 19:57:06.138,-105.13404336,39.58015564,0.0,11.792,1780.427734375,0.0,-8.171494,1.0887299,-5.522629,0.031884134,
Thu Jun 07 19:57:11 MDT 2018,07-Jun-2018 19:57:11.149,-105.13404341,39.58015564,0.0,16.08,1780.423828125,0.0,-8.190628,1.380661,-5.4269257,0.030406892,
Thu Jun 07 19:57:16 MDT 2018,07-Jun-2018 19:57:16.132,-105.1340434,39.58015565,0.0,19.296001,1780.43115234375,0.0,-7.841278,2.1104736,-5.5202484,0.030216943,
Thu Jun 07 19:57:21 MDT 2018,07-Jun-2018 19:57:21.138,-105.13404332,39.58015569,0.0,19.296001,1780.427978515625,0.0,-7.8101807,2.2899323,-5.6398773,0.028024444,
Thu Jun 07 19:57:26 MDT 2018,07-Jun-2018 19:57:26.144,-105.13404324,39.58015567,0.0,18.224,1780.440185546875,0.0,-7.6857452,2.3736877,-5.642273,0.02678138,
Thu Jun 07 19:57:31 MDT 2018,07-Jun-2018 19:57:31.130,-105.13404332,39.58015568,0.0,19.296001,1780.4345703125,0.0,-7.8963165,2.313858,-5.54657,0.030540645,
Thu Jun 07 19:57:36 MDT 2018,07-Jun-2018 19:57:36.151,-105.13404339,39.58015565,0.0,17.152,1780.42138671875,0.0,-7.807785,2.268402,-5.7188416,0.027558334,
Thu Jun 07 19:57:41 MDT 2018,07-Jun-2018 19:57:41.126,-105.1340434,39.58015564,0.0,13.936001,1780.422607421875,0.0,-7.802994,2.4143524,-5.6661987,0.026884211,
Thu Jun 07 19:57:46 MDT 2018,07-Jun-2018 19:57:46.147,-105.13404351,39.58015568,0.0,15.008,1780.40087890625,0.0,-7.750351,2.411972,-5.5992126,0.026713299,
Thu Jun 07 19:57:51 MDT 2018,07-Jun-2018 19:57:51.148,-105.13404378,39.58015573,0.0,15.008,1780.369140625,0.0,-7.8963165,2.3688965,-5.5633087,0.032817066,
Thu Jun 07 19:57:56 MDT 2018,07-Jun-2018 19:57:56.107,-105.13404309,39.58015567,0.0,15.008,1780.43212890625,0.0,-7.8843536,2.354538,-5.551346,0.027206957,
Thu Jun 07 19:58:01 MDT 2018,07-Jun-2018 19:58:01.121,-105.13404296,39.5801557,0.0,13.936001,1780.453125,0.0,-7.750351,2.4263153,-5.5944214,0.027266929,
Thu Jun 07 19:58:06 MDT 2018,07-Jun-2018 19:58:06.118,-105.13404289,39.58015572,0.0,13.936001,1780.445068359375,0.0,-7.8341064,2.371292,-5.52742,0.027203195,
Thu Jun 07 19:58:11 MDT 2018,07-Jun-2018 19:58:11.138,-105.13404304,39.58015573,0.0,12.864,1780.424560546875,0.0,-7.8388824,2.4717865,-5.4915314,0.025184346,
Thu Jun 07 19:58:16 MDT 2018,07-Jun-2018 19:58:16.132,-105.13404308,39.58015576,0.0,12.864,1780.430908203125,0.0,-7.7359924,2.6273193,-5.5681,0.026845753,
Thu Jun 07 19:58:21 MDT 2018,07-Jun-2018 19:58:21.138,-105.13404328,39.58015582,0.0,12.864,1780.391357421875,0.0,-7.664215,2.6440735,-5.637497,0.025610745,
Thu Jun 07 19:58:26 MDT 2018,07-Jun-2018 19:58:26.148,-105.13404353,39.58015585,0.0,11.792,1780.346923828125,0.0,-7.721634,2.6153564,-5.67099,0.026882779,
Thu Jun 07 19:58:31 MDT 2018,07-Jun-2018 19:58:31.110,-105.13404362,39.58015589,0.0,11.792,1780.34033203125,0.0,-7.697708,2.6679993,-5.6327057,0.026715279,
Thu Jun 07 19:58:36 MDT 2018,07-Jun-2018 19:58:36.140,-105.13404367,39.58015594,0.0,11.792,1780.33251953125,0.0,-7.635498,2.6871338,-5.6327057,0.02655826,
Thu Jun 07 19:58:41 MDT 2018,07-Jun-2018 19:58:41.148,-105.13404376,39.58015597,0.0,11.792,1780.3134765625,0.0,-7.630707,2.7014923,-5.6614227,0.025117831,
Thu Jun 07 19:58:46 MDT 2018,07-Jun-2018 19:58:46.121,-105.13404387,39.580156,0.0,11.792,1780.306884765625,0.0,-7.6450653,2.6536407,-5.7068787,0.028417766,
Thu Jun 07 19:58:51 MDT 2018,07-Jun-2018 19:58:51.138,-105.13404391,39.58015602,0.0,11.792,1780.31689453125,0.0,-7.5972137,2.6799622,-5.694916,0.026076391,
Thu Jun 07 19:58:56 MDT 2018,07-Jun-2018 19:58:56.148,-105.13404344,39.58015598,0.0,11.792,1780.37646484375,0.0,-8.276779,3.2446747,-4.153946,0.020123001,
Thu Jun 07 19:59:01 MDT 2018,07-Jun-2018 19:59:01.139,-105.13404348,39.58015604,0.0,11.792,1780.366455078125,0.0,-8.566299,-0.15792847,-4.4769745,0.056123704,
Thu Jun 07 19:59:06 MDT 2018,07-Jun-2018 19:59:06.124,-105.13398275,39.58015187,3.02,11.792,1778.90625,88.4,-8.829514,-1.5792694,-4.3836517,0.036688745,
Thu Jun 07 19:59:11 MDT 2018,07-Jun-2018 19:59:11.146,-105.13376733,39.58017667,4.25,10.72,1776.890380859375,82.4,-8.104492,0.38046265,-5.642273,0.032895483,
Thu Jun 07 19:59:16 MDT 2018,07-Jun-2018 19:59:16.148,-105.13364345,39.58042923,5.54,10.72,1772.908935546875,5.7,-8.863022,-1.6462555,-5.108673,0.05374152,
Thu Jun 07 19:59:21 MDT 2018,07-Jun-2018 19:59:21.146,-105.13354221,39.58061162,5.1,10.72,1771.130859375,42.3,-9.157333,1.6175537,-2.1032867,-0.009135187,
Thu Jun 07 19:59:26 MDT 2018,07-Jun-2018 19:59:26.146,-105.13298782,39.58067423,11.54,11.792,1769.56396484375,88.7,-9.142975,2.4502563,-2.9527435,0.014130656,
Thu Jun 07 19:59:31 MDT 2018,07-Jun-2018 19:59:31.148,-105.13193748,39.58068556,18.77,10.72,1767.5615234375,88.0,-9.360718,1.2514496,-3.115448,0.03272122,
Thu Jun 07 19:59:36 MDT 2018,07-Jun-2018 19:59:36.139,-105.13083122,39.58069784,18.27,9.648001,1767.115966796875,89.4,-9.269791,0.89730835,-3.665802,0.0468069,
Thu Jun 07 19:59:41 MDT 2018,07-Jun-2018 19:59:41.116,-105.13001782,39.58070329,11.46,9.648001,1768.919921875,89.9,-9.260223,0.75613403,-3.6442719,0.04439137,
Thu Jun 07 19:59:46 MDT 2018,07-Jun-2018 19:59:46.149,-105.12959565,39.58070292,5.67,9.648001,1767.11376953125,90.1,-9.291336,0.41156006,-3.8476562,0.044986427,
Thu Jun 07 19:59:51 MDT 2018,07-Jun-2018 19:59:51.130,-105.12953164,39.58070563,0.49,9.648001,1764.91357421875,88.8,-9.293716,1.4572296,-3.213562,0.036410417,
Thu Jun 07 19:59:56 MDT 2018,07-Jun-2018 19:59:56.129,-105.12932884,39.58070436,7.09,10.72,1762.52685546875,88.1,-9.415756,2.2133636,-2.3641052,0.05414243,
Thu Jun 07 20:00:01 MDT 2018,07-Jun-2018 20:00:01.108,-105.12875659,39.58072054,11.42,9.648001,1761.21435546875,89.5,-8.812759,3.1250305,-2.0769653,-0.0046161413,
Thu Jun 07 20:00:06 MDT 2018,07-Jun-2018 20:00:06.139,-105.12791258,39.58072771,15.84,9.648001,1761.4130859375,89.9,-9.195618,2.079361,-2.4550323,0.044974077,
Thu Jun 07 20:00:11 MDT 2018,07-Jun-2018 20:00:11.148,-105.12691187,39.58071067,16.83,10.72,1761.824462890625,90.5,-8.968292,1.8783722,-3.1130676,0.054218642,
Thu Jun 07 20:00:16 MDT 2018,07-Jun-2018 20:00:16.133,-105.12589161,39.58071853,17.84,10.72,1765.233154296875,90.1,-9.274582,1.8640137,-2.950348,0.039404802,
Thu Jun 07 20:00:21 MDT 2018,07-Jun-2018 20:00:21.140,-105.12483056,39.58070284,18.55,10.72,1763.04345703125,92.5,-10.535599,2.165512,-3.3020935,0.16592306,
Thu Jun 07 20:00:26 MDT 2018,07-Jun-2018 20:00:26.130,-105.12375407,39.58068711,19.24,10.72,1758.052734375,89.3,-9.499512,2.0219421,-3.0221405,0.044401623,
Thu Jun 07 20:00:31 MDT 2018,07-Jun-2018 20:00:31.148,-105.12261238,39.58071483,19.57,9.648001,1755.472900390625,89.3,-9.128616,1.9692993,-2.9192505,0.042646322,
Thu Jun 07 20:00:36 MDT 2018,07-Jun-2018 20:00:36.140,-105.121517,39.58072109,19.87,10.72,1748.05322265625,90.5,-9.178864,1.1318054,-3.3308105,0.021027863,
Thu Jun 07 20:00:41 MDT 2018,07-Jun-2018 20:00:41.141,-105.12035739,39.5807425,20.27,10.72,1745.068359375,89.2,-9.298508,2.3497467,-2.766098,0.025111612,
Thu Jun 07 20:00:46 MDT 2018,07-Jun-2018 20:00:46.139,-105.11917349,39.58076697,20.51,12.864,1746.0517578125,88.1,-9.205185,1.8879395,-2.8043823,0.018626869,
Thu Jun 07 20:00:51 MDT 2018,07-Jun-2018 20:00:51.149,-105.11790828,39.5807229,21.0,11.792,1743.788330078125,90.7,-8.908478,1.6988983,-2.8283234,0.03600171,
Thu Jun 07 20:00:56 MDT 2018,07-Jun-2018 20:00:56.129,-105.11672879,39.58076876,20.6,13.936001,1739.09033203125,88.3,-9.600006,2.292328,-2.7972107,0.06473082,
Thu Jun 07 20:01:01 MDT 2018,07-Jun-2018 20:01:01.111,-105.11558888,39.58062027,19.25,10.72,1742.895263671875,104.1,-9.085556,2.6847534,-2.3569336,0.05352193,
Thu Jun 07 20:01:06 MDT 2018,07-Jun-2018 20:01:06.147,-105.11455694,39.58026594,19.22,15.008,1746.84912109375,111.7,-8.283951,2.0697937,-3.4959106,-0.015077165,
Thu Jun 07 20:01:11 MDT 2018,07-Jun-2018 20:01:11.147,-105.11363038,39.58014822,17.68,10.72,1744.8046875,94.3,-8.082962,2.3784637,-4.8717804,0.095654994,
Thu Jun 07 20:01:16 MDT 2018,07-Jun-2018 20:01:16.121,-105.11259712,39.58025577,17.41,12.864,1741.501953125,80.8,-9.1453705,1.8664093,-2.5770721,0.018212974,
Thu Jun 07 20:01:21 MDT 2018,07-Jun-2018 20:01:21.129,-105.11144931,39.58061233,18.89,11.792,1742.51025390625,71.0,-9.722046,1.0528412,0.38763428,0.029427346,
Thu Jun 07 20:01:26 MDT 2018,07-Jun-2018 20:01:26.118,-105.11044807,39.58063376,18.57,11.792,1738.447998046875,89.6,-9.250656,2.2157593,-2.9479523,0.009011425,
Thu Jun 07 20:01:31 MDT 2018,07-Jun-2018 20:01:31.119,-105.10941975,39.58062676,19.19,10.72,1732.8681640625,91.5,-8.475372,2.0985107,-3.0508423,-0.038190305,
Thu Jun 07 20:01:36 MDT 2018,07-Jun-2018 20:01:36.137,-105.10824401,39.58061185,20.83,9.648001,1727.93359375,90.5,-8.394028,2.0362854,-4.285553,0.061265916,
Thu Jun 07 20:01:41 MDT 2018,07-Jun-2018 20:01:41.132,-105.10709887,39.58062107,18.15,9.648001,1726.37353515625,89.9,-9.774673,1.832901,-3.1465607,0.015648859,
Thu Jun 07 20:01:46 MDT 2018,07-Jun-2018 20:01:46.149,-105.10630204,39.58061081,14.07,10.72,1720.16943359375,91.3,-9.1453705,-0.8638153,-4.5798645,0.065326154,
Thu Jun 07 20:01:51 MDT 2018,07-Jun-2018 20:01:51.135,-105.10568324,39.58059398,9.67,10.72,1719.80615234375,106.8,-9.193222,2.0769653,4.919647,0.16050008,
Thu Jun 07 20:01:56 MDT 2018,07-Jun-2018 20:01:56.148,-105.10535333,39.57999497,18.49,10.72,1722.591064453125,165.8,-9.293716,3.9936218,-1.3423767,0.05917579,
Thu Jun 07 20:02:01 MDT 2018,07-Jun-2018 20:02:01.147,-105.1052096,39.57898963,23.49,9.648001,1723.17724609375,176.2,-9.595215,2.4933167,-0.13639832,0.04229821,
Thu Jun 07 20:02:06 MDT 2018,07-Jun-2018 20:02:06.150,-105.10537358,39.57793365,23.51,10.72,1723.956787109375,191.3,-10.136002,2.268402,-0.093322754,0.05231653,
